product_id,product_name,description,brand,color,size,price,material,target_category
P1265,Laptop,Laptop with high quality features for everyday use,Roadster,Yellow,N/A,618.75,Steel,Electronics
P1266,Vacuum Cleaner,Vacuum Cleaner with high quality features for everyday use,SG,Yellow,L,2494.93,Mesh,Home Appliances
P1267,Watch,Watch with high quality features for everyday use,Roadster,Yellow,XL,1378.99,Rubber,Accessories
P1268,Formal Shoes,Formal Shoes with high quality features for everyday use,SG,Green,N/A,806.77,Leather,Footwear
P1269,Vacuum Cleaner,Vacuum Cleaner with high quality features for everyday use,Samsung,White,Full,3996.14,Plastic,Home Appliances
P1270,Formal Shoes,Formal Shoes with high quality features for everyday use,boAt,Green,43inch,1439.47,Silicon,Footwear
P1271,Blender,Blender with high quality features for everyday use,Roadster,White,Full,1454.69,Mesh,Electronics
P1272,Sweater,Sweater with high quality features for everyday use,Sony,White,XL,3447.45,Leather,Clothing
P1273,Toaster,Toaster with high quality features for everyday use,Sony,Yellow,1.5L,1935.14,Rubber,Home Appliances
P1274,Jeans,Jeans with high quality features for everyday use,Philips,Yellow,Full,1542.08,Cotton,Clothing
P1275,Smart Watch,Smart Watch with high quality features for everyday use,Puma,Black,Full,1945.6,Cotton,Electronics
P1276,Belt,Belt with high quality features for everyday use,Puma,Blue,S,2055.62,Rubber,Accessories
P1277,Jeans,Jeans with high quality features for everyday use,Nike,Red,L,1033.23,Steel,Clothing
P1278,Skipping Rope,Skipping Rope with high quality features for everyday use,Wildcraft,Blue,43inch,1942.65,Leather,Sports
P1279,Running Shoes,Running Shoes with high quality features for everyday use,Nike,Black,Full,100.0,Steel,Footwear
P1280,Formal Shirt,Formal Shirt with high quality features for everyday use,Roadster,Grey,S,2227.04,Cotton,Clothing
P1281,Backpack,Backpack with high quality features for everyday use,Van Heusen,Blue,N/A,1930.75,Leather,Accessories
P1282,Formal Shirt,Formal Shirt with high quality features for everyday use,SG,Yellow,9,100.0,Silicon,Clothing
P1283,Football,Football with high quality features for everyday use,Puma,Red,M,2219.35,Leather,Sports
P1284,Sweater,Sweater with high quality features for everyday use,boAt,Black,M,216.05,Leather,Clothing
P1285,Sweater,Sweater with high quality features for everyday use,Wildcraft,Grey,M,3182.56,Rubber,Clothing
P1286,Toaster,Toaster with high quality features for everyday use,Van Heusen,Red,6mm,2414.61,Rubber,Home Appliances
P1287,Backpack,Backpack with high quality features for everyday use,Sony,Blue,S,787.56,Cotton,Accessories
P1288,Yoga Mat,Yoga Mat with high quality features for everyday use,Sony,White,1.5L,100.0,Leather,Sports
P1289,Watch,Watch with high quality features for everyday use,Sony,Red,Full,1102.61,Cotton,Accessories
P1290,Wireless Headphones,Wireless Headphones with high quality features for everyday use,Van Heusen,White,N/A,511.26,Mesh,Electronics
P1291,Leather Wallet,Leather Wallet with high quality features for everyday use,Philips,Blue,N/A,1607.02,Cotton,Accessories
P1292,Wireless Headphones,Wireless Headphones with high quality features for everyday use,Sony,Black,Full,2642.36,Wood,Electronics
P1293,Cricket Bat,Cricket Bat with high quality features for everyday use,Samsung,Red,43inch,1145.38,Rubber,Sports
P1294,Cotton T-Shirt,Cotton T-Shirt with high quality features for everyday use,Van Heusen,Black,M,100.0,Wood,Clothing
P1295,Wireless Headphones,Wireless Headphones with high quality features for everyday use,Philips,White,XL,763.05,Rubber,Electronics
P1296,Skipping Rope,Skipping Rope with high quality features for everyday use,Van Heusen,Grey,43inch,2395.12,Wood,Sports
P1297,Cricket Bat,Cricket Bat with high quality features for everyday use,Roadster,Yellow,M,1443.79,Silicon,Sports
P1298,Toaster,Toaster with high quality features for everyday use,Roadster,Black,L,100.0,Mesh,Home Appliances
P1299,Formal Shoes,Formal Shoes with high quality features for everyday use,Samsung,Blue,6mm,1590.86,Mesh,Footwear
P1300,Formal Shoes,Formal Shoes with high quality features for everyday use,boAt,Blue,L,2025.11,Plastic,Footwear
P1301,Formal Shirt,Formal Shirt with high quality features for everyday use,SG,Blue,M,1867.92,Rubber,Clothing
P1302,Watch,Watch with high quality features for everyday use,Nike,White,43inch,2648.2,Silicon,Accessories
P1303,Jeans,Jeans with high quality features for everyday use,Wildcraft,Yellow,N/A,1849.51,Cotton,Clothing
P1304,Vacuum Cleaner,Vacuum Cleaner with high quality features for everyday use,Samsung,Black,6mm,100.0,Plastic,Home Appliances
P1305,Mixer Grinder,Mixer Grinder with high quality features for everyday use,Puma,Red,S,2925.9,Steel,Home Appliances
P1306,Iron,Iron with high quality features for everyday use,boAt,White,6mm,2684.22,Wood,Home Appliances
P1307,Smart Watch,Smart Watch with high quality features for everyday use,Wildcraft,Red,6mm,3245.02,Rubber,Electronics
P1308,Sandals,Sandals with high quality features for everyday use,Wildcraft,Blue,N/A,2222.22,Rubber,Footwear
P1309,Belt,Belt with high quality features for everyday use,Sony,Yellow,L,100.0,Silicon,Accessories
P1310,Leather Wallet,Leather Wallet with high quality features for everyday use,Puma,Green,6mm,1228.82,Steel,Accessories
P1311,Football,Football with high quality features for everyday use,Wildcraft,Black,43inch,2334.39,Rubber,Sports
P1312,Cricket Bat,Cricket Bat with high quality features for everyday use,Nike,White,9,100.0,Cotton,Sports
P1313,Cricket Bat,Cricket Bat with high quality features for everyday use,Wildcraft,White,1.5L,100.0,Rubber,Sports
P1314,Belt,Belt with high quality features for everyday use,Puma,Black,S,1986.2,Cotton,Accessories
P1315,Laptop,Laptop with high quality features for everyday use,SG,Brown,6mm,1049.56,Leather,Electronics
P1316,Cotton T-Shirt,Cotton T-Shirt with high quality features for everyday use,Wildcraft,Black,N/A,2978.25,Mesh,Clothing
P1317,Mixer Grinder,Mixer Grinder with high quality features for everyday use,boAt,Blue,6mm,1921.68,Mesh,Home Appliances
P1318,Toaster,Toaster with high quality features for everyday use,Van Heusen,Grey,9,1396.42,Wood,Home Appliances
P1319,Power Bank,Power Bank with high quality features for everyday use,Philips,Brown,6mm,932.27,Plastic,Electronics
P1320,Jeans,Jeans with high quality features for everyday use,SG,Brown,43inch,1211.7,Mesh,Clothing
P1321,Sneakers,Sneakers with high quality features for everyday use,Nike,Red,L,1448.98,Silicon,Footwear
P1322,Running Shoes,Running Shoes with high quality features for everyday use,Van Heusen,Blue,6mm,705.71,Silicon,Footwear
P1323,Formal Shirt,Formal Shirt with high quality features for everyday use,Wildcraft,Red,L,1025.86,Silicon,Clothing
P1324,Badminton Racket,Badminton Racket with high quality features for everyday use,Samsung,Yellow,Full,1845.07,Plastic,Sports
P1325,Cotton T-Shirt,Cotton T-Shirt with high quality features for everyday use,Philips,White,XL,714.69,Leather,Clothing
P1326,Belt,Belt with high quality features for everyday use,Wildcraft,Red,S,2533.45,Wood,Accessories
P1327,Toaster,Toaster with high quality features for everyday use,Wildcraft,Yellow,Full,599.9,Cotton,Home Appliances
P1328,Iron,Iron with high quality features for everyday use,Puma,Blue,M,1595.64,Cotton,Home Appliances
P1329,Wireless Headphones,Wireless Headphones with high quality features for everyday use,Samsung,Black,M,1922.47,Steel,Electronics
P1330,Vacuum Cleaner,Vacuum Cleaner with high quality features for everyday use,Puma,Red,43inch,481.43,Mesh,Home Appliances
P1331,Formal Shoes,Formal Shoes with high quality features for everyday use,Puma,Green,L,4186.13,Steel,Footwear
P1332,Watch,Watch with high quality features for everyday use,SG,White,S,2501.07,Silicon,Accessories
P1333,Sneakers,Sneakers with high quality features for everyday use,Samsung,Blue,1.5L,3252.53,Plastic,Footwear
P1334,Jacket,Jacket with high quality features for everyday use,Nike,Yellow,1.5L,561.37,Cotton,Clothing
P1335,Backpack,Backpack with high quality features for everyday use,Philips,Grey,1.5L,3041.85,Cotton,Accessories
P1336,Toaster,Toaster with high quality features for everyday use,SG,Green,S,100.0,Steel,Home Appliances
P1337,Leather Wallet,Leather Wallet with high quality features for everyday use,Samsung,Red,1.5L,1243.16,Rubber,Accessories
P1338,LED TV,LED TV with high quality features for everyday use,Samsung,White,XL,714.56,Steel,Electronics
P1339,Sandals,Sandals with high quality features for everyday use,SG,White,1.5L,1952.64,Mesh,Footwear
P1340,Smart Watch,Smart Watch with high quality features for everyday use,Philips,Brown,Full,1639.62,Plastic,Electronics
P1341,Yoga Mat,Yoga Mat with high quality features for everyday use,Nike,Yellow,N/A,820.83,Silicon,Sports
P1342,Blender,Blender with high quality features for everyday use,boAt,Green,1.5L,1227.91,Plastic,Electronics
P1343,Formal Shirt,Formal Shirt with high quality features for everyday use,Samsung,Blue,L,100.0,Steel,Clothing
P1344,Vacuum Cleaner,Vacuum Cleaner with high quality features for everyday use,SG,Black,L,1088.49,Cotton,Home Appliances
P1345,Badminton Racket,Badminton Racket with high quality features for everyday use,Van Heusen,Blue,L,2369.23,Steel,Sports
P1346,Backpack,Backpack with high quality features for everyday use,boAt,Brown,N/A,1733.29,Wood,Accessories
P1347,Sneakers,Sneakers with high quality features for everyday use,boAt,Black,L,939.48,Mesh,Footwear
P1348,Sneakers,Sneakers with high quality features for everyday use,Samsung,Brown,1.5L,919.35,Mesh,Footwear
P1349,Wireless Headphones,Wireless Headphones with high quality features for everyday use,Nike,Green,43inch,2283.39,Steel,Electronics
P1350,Badminton Racket,Badminton Racket with high quality features for everyday use,Philips,Black,S,591.82,Rubber,Sports
P1351,Running Shoes,Running Shoes with high quality features for everyday use,SG,Blue,S,611.85,Wood,Footwear
P1352,Wireless Headphones,Wireless Headphones with high quality features for everyday use,Wildcraft,Red,M,100.0,Rubber,Electronics
P1353,Mixer Grinder,Mixer Grinder with high quality features for everyday use,SG,Yellow,XL,811.19,Mesh,Home Appliances
P1354,Formal Shoes,Formal Shoes with high quality features for everyday use,Puma,White,S,3518.91,Silicon,Footwear
P1355,Leather Wallet,Leather Wallet with high quality features for everyday use,Samsung,Green,XL,100.0,Rubber,Accessories
P1356,Belt,Belt with high quality features for everyday use,Puma,Grey,S,3474.16,Plastic,Accessories
P1357,Laptop,Laptop with high quality features for everyday use,Sony,Blue,43inch,100.0,Plastic,Electronics
P1358,Formal Shoes,Formal Shoes with high quality features for everyday use,Sony,Blue,9,1283.56,Steel,Footwear
P1359,Laptop,Laptop with high quality features for everyday use,boAt,Green,9,1521.5,Plastic,Electronics
P1360,Mixer Grinder,Mixer Grinder with high quality features for everyday use,Sony,Black,6mm,297.25,Rubber,Home Appliances
P1361,Watch,Watch with high quality features for everyday use,Philips,White,M,1224.69,Silicon,Accessories
P1362,Backpack,Backpack with high quality features for everyday use,Puma,Yellow,M,1847.74,Steel,Accessories
P1363,Toaster,Toaster with high quality features for everyday use,Puma,Brown,S,3833.71,Steel,Home Appliances
P1364,Belt,Belt with high quality features for everyday use,Puma,Brown,S,1345.74,Wood,Accessories
P1365,LED TV,LED TV with high quality features for everyday use,Wildcraft,Black,6mm,2314.65,Wood,Electronics
P1366,Watch,Watch with high quality features for everyday use,Puma,White,43inch,385.23,Plastic,Accessories
P1367,Smart Watch,Smart Watch with high quality features for everyday use,Wildcraft,Red,43inch,2156.62,Rubber,Electronics
P1368,Vacuum Cleaner,Vacuum Cleaner with high quality features for everyday use,SG,Green,1.5L,2675.59,Silicon,Home Appliances
P1369,Wireless Headphones,Wireless Headphones with high quality features for everyday use,Philips,White,L,2294.01,Plastic,Electronics
P1370,Skipping Rope,Skipping Rope with high quality features for everyday use,Samsung,Red,9,460.98,Leather,Sports
P1371,Belt,Belt with high quality features for everyday use,boAt,White,6mm,1039.43,Wood,Accessories
P1372,Formal Shirt,Formal Shirt with high quality features for everyday use,Wildcraft,White,N/A,1964.72,Wood,Clothing
P1373,Yoga Mat,Yoga Mat with high quality features for everyday use,Puma,Yellow,L,1157.09,Mesh,Sports
P1374,Cotton T-Shirt,Cotton T-Shirt with high quality features for everyday use,Van Heusen,Blue,43inch,1262.52,Leather,Clothing
P1375,Sweater,Sweater with high quality features for everyday use,SG,Grey,9,2284.53,Leather,Clothing
P1376,Yoga Mat,Yoga Mat with high quality features for everyday use,Wildcraft,Red,1.5L,2223.97,Cotton,Sports
P1377,Formal Shirt,Formal Shirt with high quality features for everyday use,Roadster,Black,N/A,3454.57,Wood,Clothing
P1378,LED TV,LED TV with high quality features for everyday use,boAt,Black,M,100.0,Rubber,Electronics
P1379,Formal Shirt,Formal Shirt with high quality features for everyday use,Philips,Red,9,2467.81,Mesh,Clothing
P1380,Watch,Watch with high quality features for everyday use,Samsung,White,M,2353.84,Rubber,Accessories
P1381,Cotton T-Shirt,Cotton T-Shirt with high quality features for everyday use,Philips,Green,9,1764.13,Silicon,Clothing
P1382,Cricket Bat,Cricket Bat with high quality features for everyday use,Philips,Yellow,XL,549.35,Steel,Sports
P1383,Wireless Headphones,Wireless Headphones with high quality features for everyday use,SG,White,43inch,2580.81,Mesh,Electronics
P1384,Mixer Grinder,Mixer Grinder with high quality features for everyday use,SG,Black,1.5L,1257.97,Wood,Home Appliances
P1385,Belt,Belt with high quality features for everyday use,Samsung,Grey,Full,1930.59,Wood,Accessories
P1386,Vacuum Cleaner,Vacuum Cleaner with high quality features for everyday use,Puma,Grey,L,100.0,Steel,Home Appliances
P1387,Formal Shirt,Formal Shirt with high quality features for everyday use,Nike,Blue,6mm,1332.61,Mesh,Clothing
P1388,Iron,Iron with high quality features for everyday use,SG,Blue,1.5L,1813.7,Silicon,Home Appliances
P1389,Mixer Grinder,Mixer Grinder with high quality features for everyday use,Nike,Blue,M,1630.1,Mesh,Home Appliances
P1390,Cotton T-Shirt,Cotton T-Shirt with high quality features for everyday use,SG,Blue,Full,2742.69,Silicon,Clothing
P1391,Blender,Blender with high quality features for everyday use,boAt,White,XL,1655.58,Mesh,Electronics
P1392,Sneakers,Sneakers with high quality features for everyday use,Roadster,Black,XL,1800.82,Wood,Footwear
P1393,Belt,Belt with high quality features for everyday use,Van Heusen,White,S,2333.02,Rubber,Accessories
P1394,Blender,Blender with high quality features for everyday use,SG,Blue,S,2092.14,Silicon,Electronics
P1395,Football,Football with high quality features for everyday use,Philips,Green,1.5L,2647.49,Cotton,Sports
P1396,Formal Shoes,Formal Shoes with high quality features for everyday use,Puma,White,N/A,362.42,Steel,Footwear
P1397,Formal Shirt,Formal Shirt with high quality features for everyday use,Nike,Green,1.5L,963.55,Leather,Clothing
P1398,Formal Shoes,Formal Shoes with high quality features for everyday use,Puma,Yellow,L,1097.89,Leather,Footwear
P1399,Vacuum Cleaner,Vacuum Cleaner with high quality features for everyday use,boAt,Yellow,43inch,3258.63,Rubber,Home Appliances
P1400,Badminton Racket,Badminton Racket with high quality features for everyday use,SG,Grey,9,2336.39,Cotton,Sports
P1401,Formal Shoes,Formal Shoes with high quality features for everyday use,Roadster,Black,S,2486.25,Wood,Footwear
P1402,Badminton Racket,Badminton Racket with high quality features for everyday use,Sony,White,9,2441.99,Wood,Sports
P1403,Toaster,Toaster with high quality features for everyday use,Puma,Brown,L,1865.01,Mesh,Home Appliances
P1404,LED TV,LED TV with high quality features for everyday use,Nike,Yellow,43inch,2583.45,Silicon,Electronics
P1405,Cotton T-Shirt,Cotton T-Shirt with high quality features for everyday use,Roadster,Grey,N/A,3407.75,Mesh,Clothing
P1406,Formal Shirt,Formal Shirt with high quality features for everyday use,Van Heusen,Blue,1.5L,804.19,Wood,Clothing
P1407,Belt,Belt with high quality features for everyday use,Sony,Black,43inch,556.42,Rubber,Accessories
P1408,Jeans,Jeans with high quality features for everyday use,Wildcraft,Red,L,1667.84,Steel,Clothing
P1409,Jeans,Jeans with high quality features for everyday use,boAt,Brown,Full,1128.84,Leather,Clothing
P1410,Jeans,Jeans with high quality features for everyday use,Samsung,White,1.5L,1694.44,Leather,Clothing
P1411,Running Shoes,Running Shoes with high quality features for everyday use,Samsung,Blue,S,387.0,Plastic,Footwear
P1412,Cricket Bat,Cricket Bat with high quality features for everyday use,Roadster,Black,6mm,2932.06,Silicon,Sports
P1413,Badminton Racket,Badminton Racket with high quality features for everyday use,Philips,Blue,43inch,100.0,Steel,Sports
P1414,Skipping Rope,Skipping Rope with high quality features for everyday use,Sony,Brown,Full,1695.52,Leather,Sports
P1415,Jeans,Jeans with high quality features for everyday use,Sony,Blue,N/A,2656.67,Silicon,Clothing
P1416,Iron,Iron with high quality features for everyday use,SG,Grey,M,1720.97,Plastic,Home Appliances
P1417,Smart Watch,Smart Watch with high quality features for everyday use,Nike,Yellow,M,4711.35,Wood,Electronics
P1418,Formal Shirt,Formal Shirt with high quality features for everyday use,Samsung,White,M,241.21,Leather,Clothing
P1419,Belt,Belt with high quality features for everyday use,boAt,Grey,N/A,100.0,Steel,Accessories
P1420,Belt,Belt with high quality features for everyday use,Puma,Yellow,Full,1551.44,Mesh,Accessories
P1421,Skipping Rope,Skipping Rope with high quality features for everyday use,Nike,Black,S,2226.91,Steel,Sports
P1422,Watch,Watch with high quality features for everyday use,Sony,Grey,M,4274.75,Plastic,Accessories
P1423,Leather Wallet,Leather Wallet with high quality features for everyday use,Sony,White,N/A,1927.71,Cotton,Accessories
P1424,Running Shoes,Running Shoes with high quality features for everyday use,Roadster,White,Full,100.0,Silicon,Footwear
P1425,Iron,Iron with high quality features for everyday use,Puma,Green,XL,2329.98,Wood,Home Appliances
P1426,Jacket,Jacket with high quality features for everyday use,Samsung,Blue,N/A,2531.81,Wood,Clothing
P1427,Badminton Racket,Badminton Racket with high quality features for everyday use,Puma,Black,9,4159.22,Leather,Sports
P1428,Belt,Belt with high quality features for everyday use,Puma,Red,M,1664.97,Silicon,Accessories
P1429,Yoga Mat,Yoga Mat with high quality features for everyday use,Samsung,White,43inch,2440.34,Leather,Sports
P1430,Skipping Rope,Skipping Rope with high quality features for everyday use,SG,Grey,M,1025.81,Leather,Sports
P1431,Sneakers,Sneakers with high quality features for everyday use,Wildcraft,Grey,Full,430.3,Leather,Footwear
P1432,LED TV,LED TV with high quality features for everyday use,Roadster,Grey,M,494.2,Cotton,Electronics
P1433,Running Shoes,Running Shoes with high quality features for everyday use,Roadster,Blue,M,1579.77,Mesh,Footwear
P1434,Jacket,Jacket with high quality features for everyday use,boAt,Grey,S,1641.71,Wood,Clothing
P1435,Vacuum Cleaner,Vacuum Cleaner with high quality features for everyday use,Nike,Yellow,M,1932.44,Leather,Home Appliances
P1436,Jeans,Jeans with high quality features for everyday use,Puma,Brown,XL,568.28,Rubber,Clothing
P1437,LED TV,LED TV with high quality features for everyday use,Sony,Grey,1.5L,100.0,Steel,Electronics
P1438,Sneakers,Sneakers with high quality features for everyday use,Nike,Blue,9,531.71,Plastic,Footwear
P1439,Jeans,Jeans with high quality features for everyday use,boAt,Red,43inch,100.0,Plastic,Clothing
P1440,Leather Wallet,Leather Wallet with high quality features for everyday use,Sony,Black,M,100.0,Leather,Accessories
P1441,Mixer Grinder,Mixer Grinder with high quality features for everyday use,Nike,Yellow,Full,100.0,Mesh,Home Appliances
P1442,Leather Wallet,Leather Wallet with high quality features for everyday use,SG,Blue,XL,1642.24,Mesh,Accessories
P1443,Sneakers,Sneakers with high quality features for everyday use,boAt,Yellow,XL,1119.9,Plastic,Footwear
P1444,Toaster,Toaster with high quality features for everyday use,Van Heusen,Blue,9,610.65,Mesh,Home Appliances
P1445,Formal Shirt,Formal Shirt with high quality features for everyday use,boAt,Black,9,100.0,Cotton,Clothing
P1446,Power Bank,Power Bank with high quality features for everyday use,SG,Grey,XL,2271.15,Steel,Electronics
P1447,Yoga Mat,Yoga Mat with high quality features for everyday use,Puma,White,9,2490.37,Wood,Sports
P1448,Vacuum Cleaner,Vacuum Cleaner with high quality features for everyday use,Samsung,White,M,565.29,Leather,Home Appliances
P1449,Mixer Grinder,Mixer Grinder with high quality features for everyday use,Roadster,Black,9,749.52,Steel,Home Appliances
P1450,Jeans,Jeans with high quality features for everyday use,Van Heusen,Black,6mm,3024.78,Wood,Clothing
P1451,Vacuum Cleaner,Vacuum Cleaner with high quality features for everyday use,Roadster,Grey,Full,246.64,Plastic,Home Appliances
P1452,Smart Watch,Smart Watch with high quality features for everyday use,Nike,Grey,Full,2127.73,Wood,Electronics
P1453,Yoga Mat,Yoga Mat with high quality features for everyday use,boAt,Yellow,M,2266.85,Leather,Sports
P1454,Laptop,Laptop with high quality features for everyday use,Puma,Brown,6mm,1406.84,Leather,Electronics
P1455,Leather Wallet,Leather Wallet with high quality features for everyday use,Philips,Black,M,796.21,Plastic,Accessories
P1456,Mixer Grinder,Mixer Grinder with high quality features for everyday use,boAt,Red,43inch,1756.72,Mesh,Home Appliances
P1457,Sneakers,Sneakers with high quality features for everyday use,boAt,Yellow,L,2006.26,Rubber,Footwear
P1458,Leather Wallet,Leather Wallet with high quality features for everyday use,Roadster,Yellow,M,100.0,Cotton,Accessories
P1459,LED TV,LED TV with high quality features for everyday use,Van Heusen,Brown,43inch,2644.25,Plastic,Electronics
P1460,Formal Shoes,Formal Shoes with high quality features for everyday use,Puma,Grey,6mm,2544.4,Rubber,Footwear
P1461,Leather Wallet,Leather Wallet with high quality features for everyday use,Samsung,Yellow,Full,1777.27,Cotton,Accessories
P1462,Vacuum Cleaner,Vacuum Cleaner with high quality features for everyday use,Van Heusen,Brown,6mm,3020.96,Wood,Home Appliances
P1463,LED TV,LED TV with high quality features for everyday use,Philips,Grey,1.5L,100.0,Cotton,Electronics
P1464,Leather Wallet,Leather Wallet with high quality features for everyday use,SG,Green,1.5L,1144.15,Leather,Accessories
P1465,Jacket,Jacket with high quality features for everyday use,boAt,Green,N/A,1256.89,Wood,Clothing
P1466,Laptop,Laptop with high quality features for everyday use,Wildcraft,Grey,Full,2161.27,Leather,Electronics
P1467,Skipping Rope,Skipping Rope with high quality features for everyday use,SG,White,Full,2925.31,Wood,Sports
P1468,Toaster,Toaster with high quality features for everyday use,Roadster,White,M,445.81,Silicon,Home Appliances
P1469,Jacket,Jacket with high quality features for everyday use,SG,Grey,L,1895.34,Leather,Clothing
P1470,Vacuum Cleaner,Vacuum Cleaner with high quality features for everyday use,Roadster,Grey,XL,2588.3,Wood,Home Appliances
P1471,Wireless Headphones,Wireless Headphones with high quality features for everyday use,Nike,Red,43inch,1166.55,Leather,Electronics
P1472,Yoga Mat,Yoga Mat with high quality features for everyday use,Samsung,Red,43inch,1127.9,Silicon,Sports
P1473,Yoga Mat,Yoga Mat with high quality features for everyday use,Nike,Red,XL,1061.66,Leather,Sports
P1474,Mixer Grinder,Mixer Grinder with high quality features for everyday use,SG,White,1.5L,1449.12,Silicon,Home Appliances
P1475,Cricket Bat,Cricket Bat with high quality features for everyday use,Wildcraft,Black,43inch,1217.22,Rubber,Sports
P1476,Jacket,Jacket with high quality features for everyday use,Van Heusen,White,9,100.0,Plastic,Clothing
P1477,Mixer Grinder,Mixer Grinder with high quality features for everyday use,Sony,White,XL,100.0,Leather,Home Appliances
P1478,Watch,Watch with high quality features for everyday use,Puma,Green,N/A,1382.14,Steel,Accessories
P1479,Formal Shirt,Formal Shirt with high quality features for everyday use,Roadster,Black,N/A,100.0,Leather,Clothing
P1480,Vacuum Cleaner,Vacuum Cleaner with high quality features for everyday use,Puma,Black,Full,1678.04,Cotton,Home Appliances
P1481,Watch,Watch with high quality features for everyday use,Sony,Grey,1.5L,1774.53,Leather,Accessories
P1482,Sweater,Sweater with high quality features for everyday use,SG,Blue,N/A,3541.58,Silicon,Clothing
P1483,Skipping Rope,Skipping Rope with high quality features for everyday use,Philips,Green,9,3028.51,Silicon,Sports
P1484,Wireless Headphones,Wireless Headphones with high quality features for everyday use,Samsung,Brown,N/A,1778.26,Steel,Electronics
P1485,Jacket,Jacket with high quality features for everyday use,boAt,Green,43inch,100.0,Rubber,Clothing
P1486,Backpack,Backpack with high quality features for everyday use,SG,Green,43inch,1842.85,Plastic,Accessories
P1487,Cotton T-Shirt,Cotton T-Shirt with high quality features for everyday use,Puma,Brown,N/A,2143.58,Mesh,Clothing
P1488,Football,Football with high quality features for everyday use,Samsung,Blue,6mm,100.0,Wood,Sports
P1489,Jeans,Jeans with high quality features for everyday use,Philips,Brown,L,3630.48,Leather,Clothing
P1490,Sweater,Sweater with high quality features for everyday use,SG,Green,9,2512.69,Plastic,Clothing
P1491,Mixer Grinder,Mixer Grinder with high quality features for everyday use,Puma,Brown,6mm,1398.96,Mesh,Home Appliances
P1492,Formal Shoes,Formal Shoes with high quality features for everyday use,Nike,Yellow,6mm,1515.5,Leather,Footwear
P1493,Yoga Mat,Yoga Mat with high quality features for everyday use,Wildcraft,Yellow,M,1373.24,Leather,Sports
P1494,Badminton Racket,Badminton Racket with high quality features for everyday use,SG,White,M,2525.03,Silicon,Sports
P1495,Mixer Grinder,Mixer Grinder with high quality features for everyday use,Sony,Blue,9,575.81,Rubber,Home Appliances
P1496,Badminton Racket,Badminton Racket with high quality features for everyday use,Sony,Green,S,2633.6,Steel,Sports
P1497,Laptop,Laptop with high quality features for everyday use,Roadster,Red,S,375.01,Plastic,Electronics
P1498,Iron,Iron with high quality features for everyday use,Philips,Black,N/A,810.58,Cotton,Home Appliances
P1499,Smart Watch,Smart Watch with high quality features for everyday use,Van Heusen,Yellow,1.5L,312.96,Silicon,Electronics
P1500,Cricket Bat,Cricket Bat with high quality features for everyday use,boAt,Blue,43inch,158.67,Cotton,Sports
P1501,Watch,Watch with high quality features for everyday use,Philips,Brown,L,586.19,Wood,Accessories
P1502,Leather Wallet,Leather Wallet with high quality features for everyday use,Philips,Red,XL,2229.09,Silicon,Accessories
P1503,Toaster,Toaster with high quality features for everyday use,Van Heusen,White,6mm,100.0,Wood,Home Appliances
P1504,Cotton T-Shirt,Cotton T-Shirt with high quality features for everyday use,SG,Green,43inch,100.0,Mesh,Clothing
P1505,Badminton Racket,Badminton Racket with high quality features for everyday use,SG,Black,6mm,100.0,Silicon,Sports
P1506,Formal Shirt,Formal Shirt with high quality features for everyday use,Puma,Green,43inch,2704.8,Steel,Clothing
P1507,Sweater,Sweater with high quality features for everyday use,Samsung,Brown,9,1135.6,Wood,Clothing
P1508,Sweater,Sweater with high quality features for everyday use,Wildcraft,Blue,1.5L,1173.66,Silicon,Clothing
P1509,Football,Football with high quality features for everyday use,Samsung,Yellow,N/A,1969.36,Cotton,Sports
P1510,Formal Shoes,Formal Shoes with high quality features for everyday use,Nike,Black,L,722.47,Wood,Footwear
P1511,Cotton T-Shirt,Cotton T-Shirt with high quality features for everyday use,Roadster,Green,M,1613.03,Cotton,Clothing
P1512,Formal Shoes,Formal Shoes with high quality features for everyday use,Philips,Grey,1.5L,257.15,Cotton,Footwear
P1513,Yoga Mat,Yoga Mat with high quality features for everyday use,Van Heusen,Red,9,2836.92,Cotton,Sports
P1514,Mixer Grinder,Mixer Grinder with high quality features for everyday use,Puma,Blue,1.5L,1808.11,Leather,Home Appliances
P1515,Sweater,Sweater with high quality features for everyday use,Puma,Yellow,Full,100.0,Plastic,Clothing
P1516,Sandals,Sandals with high quality features for everyday use,Nike,Brown,43inch,2037.49,Rubber,Footwear
P1517,Blender,Blender with high quality features for everyday use,Sony,Brown,1.5L,2083.04,Wood,Electronics
P1518,LED TV,LED TV with high quality features for everyday use,Van Heusen,Blue,N/A,640.08,Silicon,Electronics
P1519,Mixer Grinder,Mixer Grinder with high quality features for everyday use,Wildcraft,Black,43inch,2272.97,Rubber,Home Appliances
P1520,Skipping Rope,Skipping Rope with high quality features for everyday use,Samsung,Brown,1.5L,2008.28,Rubber,Sports
P1521,Yoga Mat,Yoga Mat with high quality features for everyday use,Roadster,Black,1.5L,1983.67,Wood,Sports
P1522,Sandals,Sandals with high quality features for everyday use,Puma,Blue,L,2332.83,Leather,Footwear
P1523,Yoga Mat,Yoga Mat with high quality features for everyday use,Philips,Black,XL,3423.06,Mesh,Sports
P1524,Watch,Watch with high quality features for everyday use,Van Heusen,Red,1.5L,100.0,Steel,Accessories
P1525,Laptop,Laptop with high quality features for everyday use,Sony,Blue,6mm,234.16,Steel,Electronics
P1526,Running Shoes,Running Shoes with high quality features for everyday use,Puma,Black,L,1063.21,Wood,Footwear
